Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Speech translation system for english to dravidian languages","Applied Intelligence","","46","3","10.1007/s10489-016-0846-3","J. SangeethaS. Jothilakshmi","2017","http://link.springer.com/article/10.1007/s10489-016-0846-3","Article"
"Application of binary quantum-inspired gravitational search algorithm in feature subset selection","Applied Intelligence","","47","2","10.1007/s10489-017-0894-3","Fatemeh BaraniMina MirhosseiniHossein Nezamabadi-pour","2017","http://link.springer.com/article/10.1007/s10489-017-0894-3","Article"
"Ensembles of label noise filters: a ranking approach","Data Mining and Knowledge Discovery","","30","5","10.1007/s10618-016-0475-9","Luís P. F. GarciaAna C. LorenaStan MatwinAndré C. P. L. F. de Carvalho","2016","http://link.springer.com/article/10.1007/s10618-016-0475-9","Article"
"Learning Good Regions to Deblur Images","International Journal of Computer Vision","","115","3","10.1007/s11263-015-0821-1","Zhe HuMing-Hsuan Yang","2015","http://link.springer.com/article/10.1007/s11263-015-0821-1","Article"
"Multi-Domain Transfer Component Analysis for Domain Generalization","Neural Processing Letters","","46","3","10.1007/s11063-017-9612-8","Thomas GrubingerAdriana BirlutiuHolger SchönerThomas NatschlägerTom Heskes","2017","http://link.springer.com/article/10.1007/s11063-017-9612-8","Article"
"Geometry-aware principal component analysis for symmetric positive definite matrices","Machine Learning","","106","4","10.1007/s10994-016-5605-5","Inbal HorevFlorian YgerMasashi Sugiyama","2017","http://link.springer.com/article/10.1007/s10994-016-5605-5","Article"
"Automatic musical instrument classification using fractional fourier transform based- MFCC features and counter propagation neural network","Journal of Intelligent Information Systems","","46","3","10.1007/s10844-015-0360-9","D. G. BhalkeC. B. Rama RaoD. S. Bormane","2016","http://link.springer.com/article/10.1007/s10844-015-0360-9","Article"
"Providing Virtual Cloud for Special Purposes on Demand in JointCloud Computing Environment","Journal of Computer Science and Technology","","32","2","10.1007/s11390-017-1715-1","Dong-Gang CaoBo AnPei-Chang ShiHuai-Min Wang","2017","http://link.springer.com/article/10.1007/s11390-017-1715-1","Article"
"Generalized pattern extraction from concept lattices","Annals of Mathematics and Artificial Intelligence","","72","1 - 2","10.1007/s10472-014-9411-0","Léonard KwuidaRokia MissaouiAbdélilah BalamaneJean Vaillancourt","2014","http://link.springer.com/article/10.1007/s10472-014-9411-0","Article"
"Digitalisation and the regulation of work: theoretical issues and normative challenges","AI & SOCIETY","","","","10.1007/s00146-017-0738-z","Angelo Salento","2017","http://link.springer.com/article/10.1007/s00146-017-0738-z","Article"
"Image Segmentation via Mean Curvature Regularized Mumford-Shah Model and Thresholding","Neural Processing Letters","","","","10.1007/s11063-017-9763-7","Qianting MaJialin PengDexing Kong","2017","http://link.springer.com/article/10.1007/s11063-017-9763-7","Article"
"Manipulating convention emergence using influencer agents","Autonomous Agents and Multi-Agent Systems","","26","3","10.1007/s10458-012-9193-x","Henry FranksNathan GriffithsArshad Jhumka","2013","http://link.springer.com/article/10.1007/s10458-012-9193-x","Article"
"An MIMLSVM algorithm based on ECC","Applied Intelligence","","42","3","10.1007/s10489-014-0608-z","Cunhe LiYanli ZhangLei Lu","2015","http://link.springer.com/article/10.1007/s10489-014-0608-z","Article"
"Ubiquitous recommender systems","Computing","","96","3","10.1007/s00607-013-0351-z","Christos MettourisGeorge A. Papadopoulos","2014","http://link.springer.com/article/10.1007/s00607-013-0351-z","Article"
"Topological Q-learning with internally guided exploration for mobile robot navigation","Neural Computing and Applications","","26","8","10.1007/s00521-015-1861-8","Muhammad Burhan HafezChu Kiong Loo","2015","http://link.springer.com/article/10.1007/s00521-015-1861-8","Article"
"Learning Bayesian networks with low inference complexity","Progress in Artificial Intelligence","","5","1","10.1007/s13748-015-0070-0","Marco BenjumedaPedro LarrañagaConcha Bielza","2016","http://link.springer.com/article/10.1007/s13748-015-0070-0","Article"
"Contents","Journal of Computer Science and Technology","","29","6","10.1007/s11390-014-1497-7","","2014","http://link.springer.com/article/10.1007/s11390-014-1497-7","Article"
"Assessment and cross-product prediction of software product line quality: accounting for reuse across products, over multiple releases","Automated Software Engineering","","23","2","10.1007/s10515-014-0160-4","Thomas DevineKaterina Goseva-PopstojanovaSandeep KrishnanRobyn R. Lutz","2016","http://link.springer.com/article/10.1007/s10515-014-0160-4","Article"
"Relation Enhanced Neural Model for Type Classification of Entity Mentions with a Fine-Grained Taxonomy","Journal of Computer Science and Technology","","32","4","10.1007/s11390-017-1762-7","Kai-Yuan CuiPeng-Jie RenZhu-Min ChenTao LianJun Ma","2017","http://link.springer.com/article/10.1007/s11390-017-1762-7","Article"
"Generalized random shapelet forests","Data Mining and Knowledge Discovery","","30","5","10.1007/s10618-016-0473-y","Isak KarlssonPanagiotis PapapetrouHenrik Boström","2016","http://link.springer.com/article/10.1007/s10618-016-0473-y","Article"
"Artificial immune network with feature selection for bank term deposit recommendation","Journal of Intelligent Information Systems","","47","2","10.1007/s10844-016-0399-2","Xiao-Yong LuXiao-Qiang ChuMeng-Hui ChenPei-Chann ChangShih-Hsin Chen","2016","http://link.springer.com/article/10.1007/s10844-016-0399-2","Article"
"Toward Compositional Verification of Interruptible OS Kernels and Device Drivers","Journal of Automated Reasoning","","","","10.1007/s10817-017-9446-0","Hao ChenXiongnan WuZhong ShaoJoshua LockermanRonghui Gu","2017","http://link.springer.com/article/10.1007/s10817-017-9446-0","Article"
"TP-TA: a comparative analytical framework for trust prediction models in online social networks based on trust aspects","Artificial Intelligence Review","","","","10.1007/s10462-017-9583-1","Aynaz KhaksariMohammadReza Keyvanpour","2017","http://link.springer.com/article/10.1007/s10462-017-9583-1","Article"
"A sparse coding approach for local-to-global 3D shape description","The Visual Computer","","30","11","10.1007/s00371-014-0938-1","Davide BoscainiUmberto Castellani","2014","http://link.springer.com/article/10.1007/s00371-014-0938-1","Article"
"Hardware implementation methods in Random Vector Functional-Link Networks","Applied Intelligence","","41","1","10.1007/s10489-013-0501-1","José M. Martínez-VillenaAlfredo Rosado-MuñozEmilio Soria-Olivas","2014","http://link.springer.com/article/10.1007/s10489-013-0501-1","Article"
"Arabic Bank Check Processing: State of the Art","Journal of Computer Science and Technology","","28","2","10.1007/s11390-013-1332-6","Irfan AhmadSabri A. Mahmoud","2013","http://link.springer.com/article/10.1007/s11390-013-1332-6","Article"
"Boosted multivariate trees for longitudinal data","Machine Learning","","106","2","10.1007/s10994-016-5597-1","Amol PandeLiang LiJeevanantham RajeswaranJohn EhrlingerUdaya B. KogalurEugene H. BlackstoneHemant Ishwaran","2017","http://link.springer.com/article/10.1007/s10994-016-5597-1","Article"
"Pareto efficient multi-objective optimization for local tuning of analogy-based estimation","Neural Computing and Applications","","27","8","10.1007/s00521-015-2004-y","Mohammad AzzehAli Bou NassifShadi BanitaanFadi Almasalha","2016","http://link.springer.com/article/10.1007/s00521-015-2004-y","Article"
"Towards an Embodied Developing Vision System","KI - Künstliche Intelligenz","","29","1","10.1007/s13218-015-0351-6","İlkay AtılSinan Kalkan","2015","http://link.springer.com/article/10.1007/s13218-015-0351-6","Article"
"LGND: a new method for multi-class novelty detection","Neural Computing and Applications","","","","10.1007/s00521-017-3270-7","Jingjing TangYingjie TianXiaohui Liu","2017","http://link.springer.com/article/10.1007/s00521-017-3270-7","Article"
"Recursion in tree-based genetic programming","Genetic Programming and Evolvable Machines","","18","2","10.1007/s10710-016-9277-5","Alexandros AgapitosMichael O’NeillAhmed KattanSimon M. Lucas","2017","http://link.springer.com/article/10.1007/s10710-016-9277-5","Article"
"The READEX formalism for automatic tuning for energy efficiency","Computing","","99","8","10.1007/s00607-016-0532-7","Joseph SchuchartMichael GerndtPer Gunnar KjeldsbergMichael LysaghtDavid HorákLubomír ŘíhaAndreas GochtMohammed SourouriMadhura KumaraswamyAnamika ChowdhuryMagnus JahreKai DiethelmOthman BouiziUmbreen Sabir MianJakub KružíkRadim Sojka","2017","http://link.springer.com/article/10.1007/s00607-016-0532-7","Article"
"Experimental comparison of representation methods and distance measures for time series data","Data Mining and Knowledge Discovery","","26","2","10.1007/s10618-012-0250-5","Xiaoyue WangAbdullah MueenHui DingGoce TrajcevskiPeter ScheuermannEamonn Keogh","2013","http://link.springer.com/article/10.1007/s10618-012-0250-5","Article"
"Movie Scene Recognition Using Panoramic Frame and Representative Feature Patches","Journal of Computer Science and Technology","","29","1","10.1007/s11390-014-1418-9","Guang-Yu GaoHua-Dong Ma","2014","http://link.springer.com/article/10.1007/s11390-014-1418-9","Article"
"Managing the complex data center environment: an Integrated Energy-aware Framework","Computing","","98","7","10.1007/s00607-014-0405-x","Alexandre Mello FerreiraBarbara Pernici","2016","http://link.springer.com/article/10.1007/s00607-014-0405-x","Article"
"Visual Genome: Connecting Language and Vision Using Crowdsourced Dense Image Annotations","International Journal of Computer Vision","","123","1","10.1007/s11263-016-0981-7","Ranjay KrishnaYuke ZhuOliver GrothJustin JohnsonKenji HataJoshua KravitzStephanie ChenYannis KalantidisLi-Jia LiDavid A. ShammaMichael S. BernsteinLi Fei-Fei","2017","http://link.springer.com/article/10.1007/s11263-016-0981-7","Article"
"3D indoor scene modeling from RGB-D data: a survey","Computational Visual Media","","1","4","10.1007/s41095-015-0029-x","Kang ChenYu-Kun LaiShi-Min Hu","2015","http://link.springer.com/article/10.1007/s41095-015-0029-x","Article"
"On the evaluation of unsupervised outlier detection: measures, datasets, and an empirical study","Data Mining and Knowledge Discovery","","30","4","10.1007/s10618-015-0444-8","Guilherme O. CamposArthur ZimekJörg SanderRicardo J. G. B. CampelloBarbora MicenkováErich SchubertIra AssentMichael E. Houle","2016","http://link.springer.com/article/10.1007/s10618-015-0444-8","Article"
"Categorization of Multiple Objects in a Scene Using a Biased Sampling Strategy","International Journal of Computer Vision","","105","1","10.1007/s11263-013-0629-9","Lei YangNanning ZhengMei ChenYang YangJie Yang","2013","http://link.springer.com/article/10.1007/s11263-013-0629-9","Article"
"Special issue: engineering applications of neural networks","Neural Computing and Applications","","28","6","10.1007/s00521-016-2637-5","Lazaros IliadisChrisina Jane","2017","http://link.springer.com/article/10.1007/s00521-016-2637-5","Article"
"A survey on expert finding techniques","Journal of Intelligent Information Systems","","49","2","10.1007/s10844-016-0440-5","Shuyi LinWenxing HongDingding WangTao Li","2017","http://link.springer.com/article/10.1007/s10844-016-0440-5","Article"
"Hierarchical Tensor SOM Network for Multilevel–Multigroup Analysis","Neural Processing Letters","","","","10.1007/s11063-017-9643-1","Hideaki IshibashiTetsuo Furukawa","2017","http://link.springer.com/article/10.1007/s11063-017-9643-1","Article"
"A new particle swarm feature selection method for classification","Journal of Intelligent Information Systems","","42","3","10.1007/s10844-013-0295-y","Kun-Huang ChenLi-Fei ChenChao-Ton Su","2014","http://link.springer.com/article/10.1007/s10844-013-0295-y","Article"
"Multimodal neuroimaging computing: the workflows, methods, and platforms","Brain Informatics","","2","3","10.1007/s40708-015-0020-4","Sidong LiuWeidong CaiSiqi LiuFan ZhangMichael FulhamDagan FengSonia PujolRon Kikinis","2015","http://link.springer.com/article/10.1007/s40708-015-0020-4","Article"
"The WTE+ framework: automated construction and runtime adaptation of service mashups","Automated Software Engineering","","20","4","10.1007/s10515-012-0105-8","Anna HristoskovaBruno VolckaertFilip De Turck","2013","http://link.springer.com/article/10.1007/s10515-012-0105-8","Article"
"Part and Attribute Discovery from Relative Annotations","International Journal of Computer Vision","","108","1 - 2","10.1007/s11263-014-0716-6","Subhransu MajiGregory Shakhnarovich","2014","http://link.springer.com/article/10.1007/s11263-014-0716-6","Article"
"Local outlier detection reconsidered: a generalized view on locality with applications to spatial, video, and network outlier detection","Data Mining and Knowledge Discovery","","28","1","10.1007/s10618-012-0300-z","Erich SchubertArthur ZimekHans-Peter Kriegel","2014","http://link.springer.com/article/10.1007/s10618-012-0300-z","Article"
"Domain Adaptation for Face Recognition: Targetize Source Domain Bridged by Common Subspace","International Journal of Computer Vision","","109","1 - 2","10.1007/s11263-013-0693-1","Meina KanJunting WuShiguang ShanXilin Chen","2014","http://link.springer.com/article/10.1007/s11263-013-0693-1","Article"
